case_id,project_name,model,city,size,space_type,business_tags,migration_tags,completeness,video_no,status,duplicate_group,line_no,target_problem,customer_type,operation_goal,asset_condition,scale_level,investment_level,migration_difficulty,verification_priority
案例C15,上海延庆路/东湖路/永源路小马路商业更新,三、街区/滨河/历史文化街区,上海,延庆坊三栋独立小楼两千多平；各条马路长度两三百米,滨水,餐饮; 零售; 娱乐,老弄堂打开重塑街区尺度; 减法更新做记忆点; 街区作为街头广告位; 本地生活与年轻消费自然融合,高,No.21,待核验,,10771,,,,,,,,
案例C16,马来西亚怡保夜生活街区（海外）,三、街区/滨河/历史文化街区,马来西亚怡保（海外）,未提及,街区,餐饮; 娱乐,跨年龄夜生活场景; 故意露旧的废墟美学; 在地性自然融入饮食,高,No.40,待核验,,10820,,,,,,,,
案例C17,成都三色锦岸夜市（原三色路）,三、街区/滨河/历史文化街区,成都,未提及（搬迁更新后体量更大）,未分类,餐饮; 零售,滨河夜市定位; 规整管理与烟火气并存; 夜市公共客厅化,高,No.46,待核验,,10868,,,,,,,,
案例C18,北京王府中環,三、街区/滨河/历史文化街区,北京,不到4万方,未分类,餐饮; 零售; 文化,限定版概念版品牌筛选; 高端场消除距离感; 历史街区里的院落延展,高,No.63,待核验,DG02,10916,,,,,,,,
案例C19,北京朝外UIC街区,三、街区/滨河/历史文化街区,北京,未提及（朝外片区近几年系统性更新约15万平米公共空间）,街区,餐饮; 零售; 娱乐,情绪蓄水式社群运营; 痛楼痛街痛城联动; 票根社交货币化; 流量经营人心,高,No.70,待核验,,10964,,,,,,,,
案例C20,成都文殊坊,三、街区/滨河/历史文化街区,成都,未提及,未分类,餐饮,老字号保留与持续运营; 非遗大师驻场体验; 文化磁场带动商圈; 古建筑+汉服打卡内容,高,No.72,待核验,,11013,,,,,,,,
案例C21,成都曹家巷骄子集市,三、街区/滨河/历史文化街区,成都,未提及,未分类,餐饮; 生鲜,老摊主原址延续经营; 摊位放大与体面经营; 菜市场公共客厅化; 先谈人再谈审美和流量,高,No.83,待核验,,11062,,,,,,,,
案例C22,悉尼QVB维多利亚女王大厦（海外）,三、街区/滨河/历史文化街区,悉尼（海外）,长190米、宽30米，200家店,未分类,餐饮,历史建筑原貌保护与商业叠加; 严苛审美控制统一把控; 长条形空间用细节破深度; 分层节奏差异化,高,No.105,待核验,,11111,,,,,,,,
案例C23,上海虹口区域商业更新,三、街区/滨河/历史文化街区,上海,6幢海派建筑、5个商业广场、4座公园绿地、1个慢行系统,公园,零售; 文化,老宝贝重组不拆建; 当代审美包装本地生活; 风字型系统化更新; 文化浓度变消费体验,高,No.124,待核验,,11160,,,,,,,,
案例C24,成都regular原野,三、街区/滨河/历史文化街区,成都,未提及,未分类,餐饮; 文化,公园地下造街区; 古典元素搬入咖啡空间; 米其林与烟火气并存,高,No.148,待核验,DG08,11210,,,,,,,,
案例C25,上海淮海路商业街,三、街区/滨河/历史文化街区,上海,未提及,未分类,零售; 文化; 运动,顶流大马路四轮换血; 旗舰店+首店策略; 策展型零售转型; 老店退场新店回归,高,No.154,待核验,,11258,,,,,,,,
案例C26,曼谷松汪road街区（海外）,三、街区/滨河/历史文化街区,曼谷（海外）,未提及,街区,餐饮,自下而上民间重生; 修旧如旧最小干预; 低成本内容圈粉; 反差感拉满,高,No.156,待核验,,11307,,,,,,,,
案例C27,槟城Hin Bus Depot兴巴士（海外）,三、街区/滨河/历史文化街区,槟城（海外）,60多个摊位,未分类,餐饮; 零售; 娱乐; 文化,废弃老巴士站改创意园区; 市集留白不塞满; 用味道筛选客人; 旧物件+新创意基因,高,No.157,待核验,,11356,,,,,,,,
案例C28,清迈One Nimman尼曼一号（海外）,三、街区/滨河/历史文化街区,清迈（海外）,未提及,未分类,餐饮,故意留旧的半户外街区; 红砖回廊带穿堂风; 本地首座精致化收集; 再造村口活跃感,高,No.191,待核验,,11405,,,,,,,,
案例C29,吉隆坡pocket破旧美学街区（海外）,三、街区/滨河/历史文化街区,吉隆坡（海外）,未提及（二层独栋）,街区,餐饮,极度隐藏门头; 修旧如旧保留废墟; 粗粝与细腻反差; 隐藏式门头+长廊布局,高,No.194,待核验,,11454,,,,,,,,
案例C30,泉州十洲城,三、街区/滨河/历史文化街区,泉州,未提及,未分类,餐饮; 零售; 娱乐; 文化; 运动,历史名城新灵魂开发; 骨架在地+视角国际; 景观接进每家店; AB面业态组合,高,No.199,待核验,,11503,,,,,,,,
案例C31,北京朝外潮庙会,三、街区/滨河/历史文化街区,北京,朝外片区近几年系统性更新约15万平米公共空间,未分类,餐饮,传统庙会潮味化; 街区系统化更新+庙会激活; 商业联盟联动; 生活经济解决麻烦,高,No.200,待核验,,11552,,,,,,,,
案例C32,福州上下杭历史街区烟火生活季,三、街区/滨河/历史文化街区,福州,未提及（3天聚会）,街区; 历史文化,文化,社交媒体+线下连接; 老派+新潮共生; 城市手账持续更新; 普通人主角化,高,No.215,待核验,,11601,,,,,,,,
案例C33,曼谷vanage houses老厂房改造（海外）,三、街区/滨河/历史文化街区,曼谷（海外）,未提及,产业园,餐饮; 文化; 办公; 酒店,老厂房最小干预改造; 第6代继承人接手延续; 杂货来自朋友和员工; 不刻意粗糙感,高,No.218,待核验,,11650,,,,,,,,
案例C34,广州阿那亚A perch朋里,三、街区/滨河/历史文化街区,广州,二十几个铺位,未分类,餐饮; 零售,松散布局浪费空间; 设计运营一体化; 联排别墅式铺位; 建筑不抢戏做背景,高,No.231,待核验,,11699,,,,,,,,
案例C35,成都东郊记忆warmix街区,三、街区/滨河/历史文化街区,成都,未提及,街区,餐饮; 零售,老建筑留白造街区; 一店多景独栋组合; 拐角大树造天然咖啡厅,高,No.240,待核验,,11748,,,,,,,,
案例C36,佛山王府井紫薇港,三、街区/滨河/历史文化街区,佛山,20万方以上,未分类,餐饮; 零售; 娱乐; 运动; 酒店,三大中庭+主题LED轮换; 集团品牌优势组团购开店; 微度假消费链条,高,No.262,待核验,,11795,,,,,,,,
案例C37,北京蓝色港湾灯光节,三、街区/滨河/历史文化街区,北京,未提及,街区,,长期持续造节; 非遗+科技叙事; 线上线下场景式玩法; 街区融合城市水岸,中,No.270,待核验,,11842,,,,,,,,
案例C38,北京三里屯太古里路易威登之家,三、街区/滨河/历史文化街区,北京,四层空间,未分类,零售,建筑立面东方元素+品牌经典; 多楼层场景切换+艺术策展; 餐厅作为品牌对话窗,高,No.278,待核验,,11890,,,,,,,,
案例C39,成都王府井科华店,三、街区/滨河/历史文化街区,成都,未提及,未分类,餐饮; 零售; 体验; 亲子; 运动,轻硬装重氛围改造; 中岛促减+楼层主题; 老场子做品牌孵化厂; 在地化内容运营生根,高,No.280,待核验,,11937,,,,,,,,
案例C40,新加坡老巴刹（海外）,三、街区/滨河/历史文化街区,新加坡（海外）,未提及,未分类,餐饮,小贩中心作为公共基建; 历史文物只修不改; 夜间封路保烟火气,高,No.288,待核验,,11985,,,,,,,,
案例C41,广州东山口街区,三、街区/滨河/历史文化街区,广州,未提及,街区,餐饮; 零售,临街餐饮+楼上潮牌互补; 街区自觉业态调整; 混搭风回归,高,No.296,待核验,,12032,,,,,,,,
案例C42,新加坡FUNan（海外）,三、街区/滨河/历史文化街区,新加坡（海外）,未提及,未分类,运动,中庭钢结构树干+悬空店铺; 大阶梯作休息发呆场; 老旧数码商场改造微缩城市,高,No.306,待核验,,12079,,,,,,,,
案例C43,上海上生·新所浴见全国首店,三、街区/滨河/历史文化街区,上海,未提及,未分类,文化,线上品牌线下实验室; 主题策展式门店; 社区深度连接,高,No.315,待核验,,12126,,,,,,,,
案例C44,新加坡New Bahru（海外）,三、街区/滨河/历史文化街区,新加坡（海外）,未提及,未分类,餐饮; 零售; 娱乐; 生鲜,校园完整保留外壳; 教室改商铺+课堂DIY; 校园连廊留人聚人,高,No.316,待核验,,12173,,,,,,,,
案例C45,杭州良渚文化村玉鸟集,三、街区/滨河/历史文化街区,杭州,多数楼一层高,历史文化,文化,游耕方法做招商; 孵化类商家高占比; 居民从旁观者变合伙人,高,No.322,待核验,,12220,,,,,,,,
案例C46,澳洲布里斯班James Street（海外）,三、街区/滨河/历史文化街区,布里斯班（海外）,未提及,未分类,餐饮; 酒店,极致克制纯白美学; 混合社区业态打散; 半遮半掩橱窗激好奇,高,No.336,待核验,,12267,,,,,,,,
案例C47,武汉新天地,三、街区/滨河/历史文化街区,武汉,未提及（含武汉新天地蓝馆）,未分类,餐饮; 零售; 文化,大铺切分提平效; 快闪转长期短租变长租; 以点带面带飞片区,高,No.341,待核验,,12314,,,,,,,,
案例C48,上海adidas三叶草外滩秀场,三、街区/滨河/历史文化街区,上海,未提及,滨水,零售; 运动,老建筑变秀场; 中国本土年轻设计师共创; 即看即买区,高,No.344,待核验,,12361,,,,,,,,
案例C49,杭州亚奥万象天地,三、街区/滨河/历史文化街区,杭州,总面积12万方,未分类,餐饮; 零售; 娱乐; 运动,里巷串联广场和盒子; 小圈层服务体系化; IP分布多点位,高,No.350,待核验,,12408,,,,,,,,
案例C50,佛山岭南新天地,三、街区/滨河/历史文化街区,佛山,未提及,街区; 公园,餐饮; 文化,原创文化IP落地; 绿色缝合线串联街区; 古建群落+森林公园+商业三合一,高,No.357,待核验,,12455,,,,,,,,
案例C51,北京朝阳花Young潮外消费季,三、街区/滨河/历史文化街区,北京,未提及,公园; 历史文化,餐饮; 文化,公园+商圈串联动线; 公共基建+商业联动; 街区到片区升级,高,No.369,待核验,,12502,,,,,,,,
案例C52,东京NEWoMan/香港中环街市/北京西单更新场（海外+国内）,三、街区/滨河/历史文化街区,东京/香港/北京（海外+国内）,NEWoMan约7000多平、132个品牌,未分类,餐饮; 零售,车站商场无缝衔接; 小空间密集品牌; 地下公园式车站商业,高,No.376,待核验,,12549,,,,,,,,
案例C53,上海龙华会,三、街区/滨河/历史文化街区,上海,未提及,未分类,,庙宇共生定位; 节庆做固定动作; 两条腿拉新+黏性,中,No.380,待核验,,12596,,,,,,,,
案例C54,首尔GENTLE MONSTER总部（海外）,三、街区/滨河/历史文化街区,首尔（海外）,多层建筑,未分类,餐饮; 零售,建筑外星防御塔造型; 零售做成文化世界; 细节完成度极致,高,No.382,待核验,,12643,,,,,,,,
案例C55,曼谷Central Park（海外）,三、街区/滨河/历史文化街区,曼谷（海外）,空中立体公园11200平米（相当于1.5个足球场）,公园,餐饮; 零售,四层立体空中公园; 双风格大中庭造层次; 餐饮做大做强做透,高,No.393,待核验,,12690,,,,,,,,
案例C56,青岛万象城,三、街区/滨河/历史文化街区,青岛,30多万方,盒子mall; 街区; 屋顶,餐饮; 文化,户外广场漫闪街区; 品牌联动跨场共创; 远端低效空间重新活跃,高,No.394,待核验,DG19,12737,,,,,,,,
案例C57,北京中粮祥云小镇,三、街区/滨河/历史文化街区,北京,含9号楼等,街区,餐饮,城市院落空间更新; 大阶梯+平台成露天客厅; 设计师对谈做内容,高,No.410,待核验,,12784,,,,,,,,
案例C58,北京友谊商店/大吉巷/白塔寺东西岔,三、街区/滨河/历史文化街区,北京,大吉巷30多万方,未分类,餐饮; 零售; 运动,轻干预自然生长; 围合式院落聚人气; 当代内容驱动老胡同,高,No.411,待核验,,12831,,,,,,,,
案例C59,西安曲江创意谷,三、街区/滨河/历史文化街区,西安,八栋写字楼串联,滨水,餐饮; 零售,高线公园串联写字楼; 养成式内容让白领成KOL; 城市级文旅+商业协作,高,No.412,待核验,,12878,,,,,,,,
案例C60,沈阳三台子万象汇叁三里,三、街区/滨河/历史文化街区,沈阳,未提及,未分类,零售; 运动,反差造热带雨林街区; 多点位串联弱化商场边界; 去商业化空间运营,高,No.413,待核验,,12925,,,,,,,,
案例C61,上海安福路萨洛蒙概念店,三、街区/滨河/历史文化街区,上海,萨洛蒙500平不到三层老洋楼,未分类,文化; 运动,户外品牌法式慵懒风门店; 三层老洋楼每层主题; 串联邻居做漫游计划,高,No.414,待核验,,12972,,,,,,,,
案例C62,东京宫下公园/大阪难波公园/首尔如意岛/吉隆坡Exchange TRX（海外）,三、街区/滨河/历史文化街区,东京/大阪/首尔/吉隆坡（海外）,未提及,屋顶; 公园,餐饮; 零售; 运动,夹口地造最宽敞公园; 梯田式柜台结构; 屋顶公园从地面步行上去,高,No.422,待核验,,13019,,,,,,,,
案例C63,香港铜锣湾希慎丽园街区,三、街区/滨河/历史文化街区,香港,总规模将近50万方,街区,餐饮; 零售; 娱乐; 亲子; 文化,新旧冲突混搭和谐; 空中连桥串联版图; 把每寸土地用火造社区,高,No.440,待核验,,13066,,,,,,,,
案例C64,印力×曼谷The Mall集团合作（含深圳印力中心印象食集）,三、街区/滨河/历史文化街区,深圳+全国50多座城市落地,深圳印力中心印象食集主力场5000方,盒子mall,文化,闲置空间改主力场; 商场控全场视觉做主力场; 国际IP本土化落地,高,No.444,待核验,,13113,,,,,,,,
案例C65,首尔圣水洞韩系设计街区（海外）,三、街区/滨河/历史文化街区,首尔（海外）,未提及,街区; 地下,餐饮; 零售; 娱乐,老房子+前卫实验反差; 策展式布景像画廊; 随意感定制家居,高,No.446,待核验,,13160,,,,,,,,
案例C66,深圳深业上城/重庆北辰天街/南京德基/郑州郑东万象城室内街区,三、街区/滨河/历史文化街区,深圳/重庆/南京/郑州,郑州郑东万象城24万方,盒子mall; 街区; 滨水,餐饮,老场子去设计感通透改造; 平屋顶改空中温室花园; 跨层福岛花园+半岛蓝河,高,No.451,待核验,,13207,,,,,,,,
案例C67,深圳大悦城,三、街区/滨河/历史文化街区,深圳,接近400家门店,盒子mall; 街区; 屋顶,餐饮; 零售; 娱乐,策展思维放大主题区; 高比例独家品牌; 开业IP活动二次锚定主题,高,No.452,待核验,,13254,,,,,,,,
案例C68,曼谷商业设计五大亮点（海外）,三、街区/滨河/历史文化街区,曼谷（海外）,未提及,未分类,餐饮; 零售,重塑烟火模改地摊; 轻营灰空间; 平价美学利用原建筑; 再造传统文化商业化,高,No.460,待核验,,13301,,,,,,,,
案例C69,西安老城根G park,三、街区/滨河/历史文化街区,西安,L型地块街区+外广场,街区,,全街区交给学生野蛮生长; L型地块街区+外广场换装; 非传统商管团队做原创IP,高,No.473,待核验,,13349,,,,,,,,
案例C70,长春万象城漫闪街区,三、街区/滨河/历史文化街区,长春,室内空间十几万方，室外广场面积3万平米,盒子mall; 街区,餐饮; 零售,庭院级漫闪街区; 阶梯上原地盖房; 招商思维找契合品牌,高,No.482,待核验,,13396,,,,,,,,
案例C71,北京王府中環,三、街区/滨河/历史文化街区,北京,未提及,历史文化,餐饮; 文化; 酒店,港资慢功夫打磨细节; 国际品牌撞进中国土壤; 会员体系跨界权益互通,高,No.501,待核验,DG02,13443,,,,,,,,
案例C72,上海安福路三叶草旗舰店,三、街区/滨河/历史文化街区,上海,未提及,未分类,,选址藏城市双重记忆; 复古元素致敬经典; 门店变潮流文化客厅,中,No.503,待核验,,13490,,,,,,,,
案例C73,广州黄埔花厅坊,三、街区/滨河/历史文化街区,广州,未提及,未分类,餐饮,新里做旧造人味; 街坊食堂稳客流基本盘; 商业+政府功能复合,高,No.507,待核验,,13537,,,,,,,,
案例C74,深圳万象天地MXTR街区,三、街区/滨河/历史文化街区,深圳,内部道路不到400米,盒子mall; 街区,零售,买手制街区选品入口; 街区变流量生产入口; 可拆卸小橱窗讲品牌故事,高,No.518,待核验,,13584,,,,,,,,
案例C75,南京JLC金陵中環,三、街区/滨河/历史文化街区,南京,9.2万方,滨水,餐饮; 运动; 生鲜,港资基本功做细节; 首店拼图补齐精致生活; 高端会员空间; 文化潮流化,高,No.522,待核验,,13631,,,,,,,,
案例C76,杭州天目里,三、街区/滨河/历史文化街区,杭州,未提及,未分类,餐饮; 零售; 文化,办公园区围合绿地公园; 半开放式店铺与公园融合; 艺术与自然做引流,高,No.529,待核验,,13680,,,,,,,,
案例C77,京都车站（海外）,三、街区/滨河/历史文化街区,京都（海外）,10层空间,未分类,餐饮,车站变城市说明书; 限定心理战; 老建筑套新品牌,高,No.532,待核验,,13728,,,,,,,,
案例C78,苏州中環,三、街区/滨河/历史文化街区,苏州,未提及,街区; 滨水; 历史文化,餐饮; 娱乐; 文化; 酒店,滨水四件套; 文化符号融入建筑; 滨水消费背景化,高,No.538,待核验,,13776,,,,,,,,
案例C79,东京Hibiya OKUROJI（海外）,三、街区/滨河/历史文化街区,东京（海外）,总长约300米，接近1万平米商业空间，36家铺位,历史文化,餐饮; 零售; 娱乐; 文化,高架桥下商业化; 双客群业态平衡; 仅剩一家品牌矩阵,高,No.545,待核验,,13824,,,,,,,,
案例C80,洛杉矶大中央市场（海外）,三、街区/滨河/历史文化街区,洛杉矶（海外）,未提及,未分类,餐饮,原汁原味保留历史空间; 世界料理大混合; 三条运营原则,高,No.547,待核验,,13872,,,,,,,,
案例C81,胡志明咖啡公寓（海外）,三、街区/滨河/历史文化街区,胡志明市（海外）,9层楼，50多家咖啡馆,未分类,餐饮; 娱乐,老公寓自发商业化; 低成本商业美学; 怀旧风情保留,高,No.548,待核验,,13920,,,,,,,,
案例C82,东京麻布台Hills（海外）,三、街区/滨河/历史文化街区,东京（海外）,中央广场6000多平,盒子mall; 街区; 地下,餐饮,凭空造山谷景观; 三段式商业组合; 原住民保留更新,高,No.550,待核验,,13968,,,,,,,,
案例C83,东京代官山Forestgate（海外）,三、街区/滨河/历史文化街区,东京（海外）,未提及,未分类,餐饮; 零售; 文化,富人区低调商业生态; 木盒子立体森林建筑; 村落式空间尺度,高,No.552,待核验,,14016,,,,,,,,
案例C84,京都新风馆（海外）,三、街区/滨河/历史文化街区,京都（海外）,未提及,历史文化,餐饮; 娱乐; 文化,新旧材料冲突融合; 文化主题品牌矩阵; 酒店融合本土文化,高,No.553,待核验,,14064,,,,,,,,
案例C85,上海永源路商业更新,三、街区/滨河/历史文化街区,上海,一期接近2万方商业,未分类,餐饮; 零售,闲置地块找回压马路感觉; 黄金地段留草坪; 转角藏零售,高,No.558,待核验,,14112,,,,,,,,
案例C86,重庆观音桥好吃街,三、街区/滨河/历史文化街区,重庆,未提及（日均客流8万，节日峰值15万，年营收近6亿）,未分类,,300条运营军规; 利他经营生态; 人性激励生产力,高,No.572,待核验,,14160,,,,,,,,
案例C87,广州永庆坊,三、街区/滨河/历史文化街区,广州,未提及,未分类,零售,迷宫式街巷保留; 内容常换常新; 街区效应外溢,高,No.575,待核验,,14208,,,,,,,,
案例C88,广州万菱汇,三、街区/滨河/历史文化街区,广州,未提及,屋顶,餐饮; 零售,细分尖子生定位; 硬伤变爆点; 内容事件发动机,高,No.579,待核验,,14256,,,,,,,,
案例C89,纽约洛克菲勒中心（海外）,三、街区/滨河/历史文化街区,纽约（海外）,未提及,未分类,餐饮,修旧如旧做经典; 地下空间内在更新; 坚持仪式感做文旅IP,高,No.586,待核验,,14304,,,,,,,,
案例C90,东京宫下公园MIYASHITA PARK（海外）,三、街区/滨河/历史文化街区,东京（海外）,4.6万方，4层楼，300米长,屋顶; 公园,餐饮; 零售; 运动; 酒店,超高强度复合利用; 停车场改造保留粗犷; 公共空间全渗透,高,No.589,待核验,,14352,,,,,,,,
案例D1,南京景枫中心·再地,四、社区型非标商业,南京,药剂式花园约1500方；整体未提及,历史文化,餐饮; 娱乐; 文化,空间打通激活冷区; 三大业态聚焦; 公共桌跨店点单; 植物身份牌+寄养; 日餐夜酒时段切换; 酒精花园组合; 巷道轮换快闪,高,No.34,待核验,,14408,,,,,,,,
案例D2,上海YEAHH PARK,四、社区型非标商业,上海,未提及,历史文化,零售; 文化; 运动,社群媒体化; 品牌型社群定位; 借势场馆定位; 栏目化内容运营; 社群作为招商工具; 主理人/KOC/KOL共玩,高,No.89,待核验,,14460,,,,,,,,
案例D3,麓湖cpi Factory 09,四、社区型非标商业,成都（麓湖）,"未提及（视频中描述为""一栋楼""""小房子""）",滨水,零售,慢品牌集中入驻; 空间气质与品牌气质统一; 为一棵树留天井; 现场展示制作过程; 老字号+新品牌混搭; 设计工作室+商业共存,高,No.103,待核验,,14511,,,,,,,,
案例D4,上海PAC购物中心,四、社区型非标商业,上海,可租面积2万多平,盒子mall,餐饮,定位靠感受而非口号; 社区总导演角色; 慢内容护城河; 用C端语言讲故事; 共创式运营; 因地制宜品牌策略; 自身即客群,高,No.217,待核验,,14562,,,,,,,,
案例D5,三亚东岸麓洲,四、社区型非标商业,三亚,"未提及（视频中描述为""小而美的商业项目""）",未分类,餐饮; 零售; 文化,边界消失设计; 双客群策略; 内容密度提升; 在地品牌连接; 国际化合作; 第二客厅定位,高,No.256,待核验,,14614,,,,,,,,
案例D6,武汉招商蛇口社区营造,四、社区型非标商业,武汉,未提及,未分类,亲子; 运动,不搞闭门会议; 主场交给本地团队; 不搞一刀切; 先看见具体的人; 自下而上循环路径,高,No.68,待核验,,14667,,,,,,,,
案例D7,武汉上岸公园,四、社区型非标商业,武汉,未提及整体；其中自有品牌雅思超市约3500平,公园; 历史文化,餐饮; 零售; 文化; 生鲜,公园作为锚点; 社区树洞访谈; 玩具交换绘本空间; 自营核心店打样; 积分乐园运营体系; 视觉调性年轻化; 把吐槽变许愿池,高,No.285,待核验,,14717,,,,,,,,
案例D8,上海浦发唐镇印象汇,四、社区型非标商业,上海,未提及,未分类,餐饮; 零售; 运动,先匹配需求再定方向; 场景抓日常使用; 不硬卡租金指标; 4个核心场景锁定; 快慢闪试水; 把短板变亮点; 社群活动找招商线索,高,No.370,待核验,,14769,,,,,,,,
案例D9,深圳华侨城OCT PARK,四、社区型非标商业,深圳,未提及,未分类,餐饮; 零售; 文化,商业先可持续; 一店多赢业态; 宠物友好细致化; 打破课堂边界; 季度性组织活动; 可持续无痛化,高,No.434,待核验,,14821,,,,,,,,
案例D10,阿那亚第一食堂,四、社区型非标商业,秦皇岛,3500平（后场含厨房及后勤通道近1500平）,未分类,餐饮,后场占比; 细节配套; 自营食堂作为社区底盘,高,No.8,待核验,,14872,,,,,,,,
案例D11,悉尼岩石区（海外）,四、社区型非标商业,悉尼,未提及,未分类,餐饮; 娱乐,极端克制的外立面管控; 本地原创品牌聚集; 周末市集常态化,高,No.15,待核验,DG07,14918,,,,,,,,
案例D12,泡泡玛特阿那亚烘焙首店（POP BAKERY）,四、社区型非标商业,秦皇岛,未提及,未分类,餐饮,IP联名场景共创; 临海独栋改造; IP全产品植入,高,No.27,待核验,,14964,,,,,,,,
案例D13,英格卡购物中心（荟聚）,四、社区型非标商业,上海（以上海荟聚为例）,未提及,盒子mall; 屋顶,,玩乐调色盘工具箱; 随手可玩的微装置; 一城一玩法定制,中,No.30,待核验,,15010,,,,,,,,
案例D14,长春大鹅花店,四、社区型非标商业,长春,300平,未分类,餐饮; 办公,B端信任背书转C端; 低门槛延长停留; 主理人活人感IP,高,No.35,待核验,,15056,,,,,,,,
案例D15,露露农场花店,四、社区型非标商业,上海,未提及,未分类,零售,公共空间嵌套花店; 鲜花盲盒亲民定价; 花艺课社区粘性,高,No.41,待核验,,15102,,,,,,,,
案例D16,首尔大林仓库（海外）,四、社区型非标商业,首尔,未提及（上世纪70年代精米厂改造）,产业园,餐饮,工业遗存原貌保留; 克制的核心元素; 烘豆工作间景点化,高,No.42,待核验,,15148,,,,,,,,
案例D17,成都麓湖隐溪川,四、社区型非标商业,成都,规划商业面积近14万方,滨水; 公园,运动,小体量实验室先行; 成熟品牌+主理人双向赋能; 场景内容制造能力,高,No.49,待核验,,15194,,,,,,,,
案例D18,阿那亚aaad北岸新店,四、社区型非标商业,秦皇岛,未提及,未分类,零售,品牌价值观场景化; 精心组织的乱; 策展式开业,高,No.51,待核验,,15240,,,,,,,,
案例D19,成都poco寝室香氛店,四、社区型非标商业,成都,不到7平米,未分类,零售,极小空间主题化; 老木板刷白+裸露天花; 互动式产品体验,高,No.75,待核验,,15286,,,,,,,,
案例D20,上海孙北面包社区店,四、社区型非标商业,上海,未提及,未分类,,社区店15分钟生活圈; 减法单品策略; 经营关系替代经营生意,中,No.77,待核验,,15332,,,,,,,,
案例D21,重庆江陵茶馆,四、社区型非标商业,重庆,2000平,滨水,餐饮; 酒店,老建筑原貌保留; 旧物重组造烟火; 低价茶+老电影,高,No.78,待核验,DG17,15378,,,,,,,,
案例D22,MONOCLE静安嘉里中心慢闪店,四、社区型非标商业,上海,未提及,未分类,餐饮,内容品牌慢闪化; 精准客群选址; 限定系列造稀缺,高,No.102,待核验,,15424,,,,,,,,
案例D23,宁波KARA coffee,四、社区型非标商业,宁波,未提及,未分类,餐饮,微型门店老街区选址; 旧物淘来仪式感陈列; 仪式化消费暗示,高,No.104,待核验,,15470,,,,,,,,
案例D24,曼谷Piccolo Vicolo咖啡（海外）,四、社区型非标商业,曼谷,Gali oasis店三层楼、四层楼汽修厂二店,屋顶,餐饮; 文化; 酒店,价值洼地选址; 咖啡+民宿+艺术复合; 城市探索入口化,高,No.106,待核验,,15516,,,,,,,,
案例D25,广州连心创意城,四、社区型非标商业,广州,5层楼,未分类,餐饮,一人公司微生态; 藏起来的选址; 容许失败的低门槛,高,No.108,待核验,,15562,,,,,,,,
案例D26,华润置地陕西润比邻（世园欢乐跑）,四、社区型非标商业,西安,未提及,未分类,零售; 亲子,平台化运营生态打通; 四季主题全年规划; 差异化圈层社群,高,No.109,待核验,,15608,,,,,,,,
案例D27,上海党群服务中心,四、社区型非标商业,上海,未提及,未分类,餐饮,最优资源留给公共生活; 功能叠加复合化; 拆掉看不见的围墙,高,No.119,待核验,,15654,,,,,,,,
案例D28,武汉光谷华润chill park,四、社区型非标商业,武汉,约5万方公园、90万方绿廊,公园,餐饮; 亲子,公园作为生活底盘; 台地悬浮建筑; 先造风景再造家园,高,No.122,待核验,,15700,,,,,,,,
案例D29,东京小川咖啡OGAWA COFFEE LABORATORY（海外）,四、社区型非标商业,东京,4000平（12家店占一层楼）,未分类,餐饮; 文化,单品牌多店占满层; 无门全开放座位共享; 艺术展厅式场景,高,No.123,待核验,,15746,,,,,,,,
案例D30,自然造物上海1KA新店,四、社区型非标商业,上海,3000平双层空间,未分类,零售; 体验; 文化,策展+新零售模式; DIY打包区闭环; 民艺活地图叙事,高,No.136,待核验,,15792,,,,,,,,
案例D31,海口matata咖啡,四、社区型非标商业,海口（已扩展至三亚、万宁）,起点16平米，后扩展为迷你商业综合体（含整栋楼）,未分类,餐饮,逆向选址社区老街; 功能自然长出来; 比市场快零点五步,高,No.138,待核验,,15838,,,,,,,,
案例D32,成都麓湖CPI,四、社区型非标商业,成都,未提及,滨水,餐饮; 零售,村落式散落布局; 快闪+开业策展; 回游路线设计,高,No.144,待核验,DG10,15884,,,,,,,,
案例D33,清迈商业场景设计（海外）,四、社区型非标商业,清迈,未提及,未分类,餐饮; 体验; 娱乐,开放外摆+吊扇; 裸墙裸柱+古树绿植; 不讲标准化,高,No.149,待核验,,15930,,,,,,,,
案例D34,沈阳铁西红梅190五文创园,四、社区型非标商业,沈阳,铁西70万平工业遗存,盒子mall,餐饮; 零售,工业遗存反差感; 主动制造内容运营; 四层消费生态叠加,高,No.163,待核验,,15976,,,,,,,,
案例D35,哈尔滨戈雅咖啡（老洋房系列）,四、社区型非标商业,哈尔滨,未提及（含地下室）,地下,餐饮; 文化,老建筑原貌激活; 主理人精神世界传递; 岁月感保留,高,No.175,待核验,,16022,,,,,,,,
案例D36,上海三立方咖啡（御园路店）,四、社区型非标商业,上海,未提及,未分类,餐饮; 体验,会员换购区私域客厅; 明档制作过程可见; 私域线下化,高,No.178,待核验,,16068,,,,,,,,
案例D37,槟城China House唐人厝（海外）,四、社区型非标商业,槟城,三栋百年老楼，14个风格各异的房间,未分类,餐饮; 零售; 娱乐; 文化,多房间多氛围分区; 白纸蜡笔互动; 墙画可买走,高,No.188,待核验,,16114,,,,,,,,
