case_id,project_name,evidence_status,project_highlight,problem_opportunity,decisive_action,mechanism_chain,evidence_backed_result,transferable_action,applicability_trigger,required_conditions,non_transferable_conditions,proposal_use,card_status
案例C75,南京JLC金陵中環,部分核验,香港置地第四座中环系『精品中环』，以首店集群+文化装置刷新新街口,新街口传统商业集群需要年轻化的高端消费新场,定位『精品中环』（与王府中环同级），聚焦品牌潮流/餐饮/高端生活方式，导入Olé/HARMAY话梅/方所等首店与《红楼回响》文化装置,中環系品牌→首店集群→文化装置→年轻客群→商圈错位升级,2025-04-29试营业，新街口近10年最大体量新增商业（商业8.9万㎡），2024年南京首店超330家（观点网/南京投促局）,成熟高端系在核心商圈做『精品化+年轻化』错位定位,核心商圈饱和、需要新供给承接年轻潮流客群,首店招商资源、文化装置投入、商圈协同,香港置地中環系品牌资产与百亿级投资不可照搬,策略依据,已完成
案例C76,杭州天目里,部分核验,设计师当业主的『总部+艺术商业』复合园区，伦佐·皮亚诺中国首作,企业总部如何与城市共享、园区如何成为生活方式地标,江南布衣2012年与GOA拿地建总部，邀伦佐·皮亚诺整体设计，17幢单体围合中心广场，导入茑屋书店中国首店等,总部需求→大师设计→艺术商业内容（茑屋/美术馆/秀场）→城市公共目的地,23.4万㎡、17幢单体、茑屋书店中国首店、意大利Dottor Group驻场5年打造约4万㎡清水混凝土（品牌星球/界面）,企业主导项目可以『总部+文化商业』复合形态反哺城市,企业有总部建设需求、愿以长期主义投入设计,长期资金、大师设计资源、优质品牌内容组合,伦佐·皮亚诺级设计投入与意大利施工团队不可照搬,灵感参考,已完成
案例C77,京都车站（海外）,部分核验,把车站做成『通往历史之门』的城市综合体，第4代京都站1997年启用,车站交通枢纽如何承载城市文化门户与商业功能,原广司设计第4代京都駅ビル，1994年动工、1997-07-12开业，车站与百货/商业/屋顶空间复合，大台阶引导市民直达屋顶,交通枢纽→建筑地标→复合商业→城市门户,1997年开业以来成为京都地标与游客集散地（京都駅ビル官网）,交通枢纽型项目可叠加文化叙事与复合商业,有高流量交通枢纽节点,建筑设计与交通运营协同、复合业态规划,原广司级建筑设计投入与京都历史地位不可照搬,灵感参考,已完成
案例C78,苏州中環,部分核验,金鸡湖湖东『MALL+退台式街区』顶奢综合体，中環系内地进度最快项目,湖东商圈需要顶奢供给补位与湖滨场景,香港置地+新建元圆融联合开发，模糊MALL与Street边界、退台式商业街+巨型扇形天幕，监管协议前置绑定超一线奢侈品牌引进,顶级地块→政企合作绑定奢牌→MALL+街区→湖滨顶奢目的地,在建中，预计2027-04开业（Benoy口径；媒体称2026年亮相），监管协议要求3年内引进≥3家超一线+≥17家一线奢侈品牌（赢商网）,顶奢项目可通过监管协议前置绑定品牌级次,城市核心湖滨/商圈、有顶奢消费外溢,政企合作协议、超一线品牌资源、大体量投资,32亿元级投资与奢侈品监管协议条件不可照搬,策略依据,已完成
案例C79,东京Hibiya OKUROJI（海外）,部分核验,把明治时期百年炼瓦高架桥下空间做成『大人夜玩区』购物街,高架桥下空间如何从消极用地转为商业地标,JR东日本都市开发将新桥-有乐町间约300米炼瓦拱门高架下7200㎡再开发，2020-09-10开业，引入近50家高品位餐厅/订制店/工艺店,历史高架桥→线性商业空间→『奥』的隐秘氛围→大人向目的地,2020年9月开业，约50店铺、多个东京首店，成东京新打卡地（TECTURE/空间印象）,线性消极空间（高架下/桥下）可借历史叙事做『隐秘感』商业,城市有高架/桥下消极空间、周边有成熟商务客流,空间改造投入、品牌组合（餐饮+订制+工艺）、全天候可逛性设计,明治炼瓦拱门的百年历史氛围不可复制,动作参考,已完成
案例C80,洛杉矶大中央市场（海外）,部分核验,1917年至今持续运营的公共市场，洛杉矶市中心百年餐饮文化地标,百年市场如何在现代零售冲击下持续经营,保留1897/1905两栋历史建筑与市场功能，2013年起引入精品咖啡等新业态（Go Get Em Tiger首店），持续市集/活动运营,百年市场品牌→餐饮多样性→精品业态注入→城市文化目的地,1917年开业至今连续运营，成市中心地标，官方Instagram 37.9万粉丝（LA Conservancy/官网）,历史市场可走『原真功能+精品业态注入+活动运营』路径,有历史市场/菜场资源、周边城市更新,历史建筑保护、业态筛选、持续活动运营,洛杉矶百年历史与城市文化位势不可照搬,动作参考,已完成
案例C81,胡志明咖啡公寓（海外）,部分核验,一栋老公寓楼自发长成『咖啡公寓』城市地标，垂直叠加的社交空间,老式公寓楼如何在网红经济下重生为城市地标,胡志明第一区42号公寓楼内自发聚集数十家咖啡店/设计商店，利用阳台与挑高空间形成垂直商业聚落,老建筑→租金洼地→独立店主聚集→社交媒体传播→城市地标,阮惠步行街地标打卡点，多间咖啡馆设阳台座俯瞰步行街（越南航空官网/viet-go）,低租金老建筑可通过『垂直聚落+社交传播』形成新地标,有历史老楼、步行街区流量、独立店主供给,城市允许自发业态生长、步行街人流、社交媒体传播,胡志明式自发聚集生态不可照搬,灵感参考,已完成
案例C82,东京麻布台Hills（海外）,部分核验,30年更新的『都市森林』——日本最大规模综合体+330米森JP塔,密集老城区如何整体再开发并兑现花园城市承诺,"森大厦以第一種市街地再開発事業整合约300名权利者，1989年启动、2023-11-24开业，8.1ha开发、24,000㎡绿化（开发前5倍），LEED-ND铂金",长期统筹→权利者整合→花园城市理念→综合体+中央广场→城市新中心,"2023年11月开业，店舗面積23,000㎡、住宅1400户、约150家商店、森JP塔64层330m（森大厦官方）",大体量城市更新可用『长期统筹+公共绿地先行』换取开发价值,老城密集区更新、有长期资本与政府支持,30年周期资本、权利整合能力、公建投入,6400亿日元级投资与30年周期不可照搬,灵感参考,已完成
案例C83,东京代官山Forestgate（海外）,部分核验,隈研吾『堆叠木箱』复合设施，居住/工作/游憩一体,成熟街区如何补充高品质复合功能,2023年10月开幕，隈研吾设计MAIN栋（超市THE GARDEN/蓝瓶咖啡/JO MALONE）+共享办公Business Airport Daikanyama，叠加街区品质商业,大师设计→复合功能（居住/办公/商业）→街区品质提升,2023年10月正式开幕（TECTURE/mottimes）,成熟街区可补『高品质复合设施』承载品质商业与办公,成熟高净值街区、缺高品质复合供给,大师设计、业态筛选、办公与商业协同,隈研吾级设计投入不可照搬,灵感参考,已完成
案例C84,京都新风馆（海外）,部分核验,百年电话局两代大师改造（Richard Rogers→隈研吾），古都更新平衡样本,京都登记文化财第一号建筑如何活化而不失文脉,2001年Richard Rogers首改（保留外墙面+中庭），2020年NTT都市开发再开发、隈研吾用町屋木格栅包裹Ace Hotel Kyoto,历史建筑→两代大师改造→酒店+商业复合→传统与革新共存,2020年6月重新开幕，Ace Hotel亚洲首店、MAISON KITSUNÉ/LE LABO/BEAMS JAPAN等（空间印象/vocus）,高价值历史建筑可走『大师改造+酒店锚定+品质商业』路线,有登录文化财级历史建筑、城市文旅客流,文物保护约束下的改造能力、酒店品牌资源、商业组合,京都登录文化财第1号身份与两代大师历史不可复制,灵感参考,已完成
案例C85,上海永源路商业更新,部分核验,把500米『两头断流』小马路做成潮流街区样本，首店策略+品牌事件借场,商圈边缘冷区小马路如何翻红,创邑改造运营，统一设计消融商业/街区/公园边界，以首店和概念店为切口、每品类只引进一家，SMFK 2024-11首家开业，TEAM WANG/阿迪达斯/HOKA借场地做品牌事件,开放场域→首店矩阵→品牌事件借场→Citywalk流量→街区复热,2024年底第一家店开业后快速出圈，SMFK/PANE/Baxter亚太首店/紫苑花陆续落地（上海市政府新闻办）,商圈边缘小马路可借『统一规划+首店策略+品牌事件』逆袭,核心商圈边缘地块、周边成熟客流外溢,统一改造运营主体、首店招商能力、品牌事件资源,静安寺商圈区位与潮流品牌资源不可照搬,动作参考,已完成
案例C86,重庆观音桥好吃街,部分核验,从建材市场到日均11万人次的美食消费地标，接手烂商场也能盘活,商圈内闲置商业与高性价比小吃供给升级需求,新天街将建材市场改为好吃街A区，2021年接手经营不善的天和里购物中心改造为B区（一个月招募近100家商户），联营模式孵化自持小吃品牌，抖音渠道推广,高性价比小吃定位→联营孵化品牌→线上推广→客流聚集→美食地标,296家餐饮、日均客流11万人次、带动3000+就业、2024全国诚信兴商典型案例，2025年五一客流比2019年+131%（福建商务厅/证券时报）,美食街可『高性价比定位+联营孵化+线上运营』复制,商圈人流、小吃供给需求、有闲置物业,运营团队（联营/孵化能力）、食品安全管理、线上渠道运营,重庆口味文化与网红传播环境不可照搬,动作参考,已完成
案例C87,广州永庆坊,部分核验,广州旧城微改造第一批示范，『绣花功夫』活化恩宁路百年骑楼街,老城历史街区如何在不大拆大建下活化,2015年广州城市更新局启动微改造，永庆坊以『政府+企业+居民』BOT模式（企业投资运营、15年后移交），2016年一期开放、2019年二期示范区开放，修旧如旧保留骑楼肌理,政府规划→企业运营→修旧如旧→业态更新→文商旅融合,2016年一期开放、2018年『绣花功夫』获高度关注、2019年二期示范区开放，2020年获批国家4A景区、累计游客超5000万人次（南方网/中建四局）,历史街区微改造可走『政府主导+BOT运营+渐进更新』,有历史街区、政府城市更新政策支持,规划审批、运营主体市场化能力、业态动态调整机制,恩宁路历史文脉与广州城市更新政策环境不可照搬,策略依据,已完成
案例C88,广州万菱汇,部分核验,天河中轴2009年开业的购物中心+218米写字楼综合体,天河商圈中需要错位经营的商业供给,万菱实业开发（前身京光广场），2009年开业，5.8万㎡经营面积，商场+写字楼+住宅+酒店综合业态,天河中轴区位→综合业态→商圈协同,2009年开业、5.8万㎡经营面积（维基百科/官网）,核心商圈综合体可做『商场+写字楼+公寓+酒店』复合,核心商圈地块、综合开发能力,物业综合运营、商圈错位定位,天河CBD区位与历史机遇不可照搬；词条含历史负面报道『负一层三成商家撤离』，经营表现需核实最新状态,策略依据,已完成
案例C89,纽约洛克菲勒中心（海外）,部分核验,大萧条时期建成、14栋Art Deco组成的『城中之城』，圣诞树+滑冰场全球地标,超大体量综合体如何在经济低谷期落地并持续成为城市地标,John D. Rockefeller Jr.1928年向哥伦比亚大学租地，1931年动工，14栋Art Deco建筑+Radio City Music Hall，1931年起圣诞树、1936年滑冰场运营至今,家族资本→经济低谷期建设→文化仪式（圣诞树/滑冰）→城市精神地标,1929-1940年建成、12英亩14栋建筑，Radio City 1932-12-27开业，Rainbow Room 1934年开幕（美国当时最高餐厅），点灯仪式1997年起NBC全球直播（Britannica/官网）,大型综合体可用『文化仪式+公共空间』沉淀城市级品牌,城市核心地块、长期资本、文化运营能力,超大规模资本、文化内容运营、公共空间设计,洛克菲勒家族资本与纽约城市地位不可照搬,灵感参考,已完成
案例C90,东京宫下公园MIYASHITA PARK（海外）,部分核验,1953年屋顶公园2020年焕新为『商业+屋顶公园』立体复合,老公园如何在有限用地叠加商业价值,2020年7月重开为购物综合体+屋顶公园（滑板场/攀岩/沙滩排球），与涩谷都市更新联动,公园记忆→改造重建→商业+运动公园复合→年轻客群,2020年7月重开（维基/GO TOKYO）,城市公园可叠加商业形成『商业+公共空间』复合体,高密度城区有公园用地、需商业反哺公共空间,政企合作、运动内容运营、商业组合,东京区位与涩谷商圈流量不可照搬；与B008-C62子项目重复，来源复用,动作参考,已完成
案例B16,耐克TOMA街头足球赛（北京798）,部分核验,耐克把街头足球赛事做成全球青少年文化平台（Toma el Juego→Toma Live）,品牌如何通过运动文化赛事连接年轻街头人群,2025年洛杉矶启动Toma el Juego（八个街区青少年淘汰赛），2026年Toma Live集结150多位全球街头精英在洛杉矶/墨西哥城/纽约小场地比赛并直播，北京798设TOMA站（2026-06-27/28）,赛事IP→街区文化→全球直播→品牌年轻化连接,2026-05-29公布Toma Live 150+选手，北京798站2026-06-27/28（Nike官方/Instagram）,品牌可自建『街头文化赛事IP』连接年轻客群,品牌面向年轻/潮流客群、有运动文化内容能力,赛事运营能力、街头文化资源、KOL传播,耐克品牌资源与全球赛事体系不可照搬,动作参考,已完成
案例B17,西安小寨原力场,部分核验,把传统百货改造为『无边界潮流卖场』，小寨商圈升级样板,传统百货如何转型承接年轻潮流客群,原小寨百盛购物中心存量改造，从建筑/室内/景观三部分打破传统商业格局，呈现无边界潮流卖场,存量百货→空间重构→潮流定位→商圈示范,改造后成小寨商圈『破圈』标杆，参照其经验改造金莎国际与小寨银泰（银泰2024年五一营业额同比+146%）（赢商网/西部网）,存量百货可通过『空间重构+潮流定位』转型,商圈年轻客群增长、传统百货老化,改造资金、潮流品牌招商、运营团队,小寨商圈流量与百盛物业条件不可照搬,动作参考,已完成
案例B18,LV路易号（上海）,部分核验,LV把30米高『巨轮』开进太古汇广场，零售/展览/咖啡一体的快闪概念空间,奢侈品牌如何制造现象级城市事件,LV在南京西路789号兴业太古汇南广场落地『路易号』The Louis——约30米高巨轮造型概念空间，展览（OMA打造1200㎡）+精品店+Le Café Louis Vuitton三层复合，2025-06-28对公众开放,品牌叙事（航海/硬箱）→建筑级装置→预约制体验→社交传播,2025-06-28开放，展览需预约、6-26/27先办24小时私享活动（静安区政府/LV官网）,品牌快闪可做『建筑级装置+预约体验』制造城市事件,品牌需城市级事件营销、有广场/地标场地资源,品牌预算、场地合作、预约制运营,LV品牌资产与千万级装置投入不可照搬,动作参考,已完成
案例B19,上海国际电影节,部分核验,1993年创办的A类国际电影节，金爵奖成为城市文商旅名片,城市如何以文化节庆承载产业与消费联动,由国家电影局指导、中央广电总台和上海市政府主办，400余部展映+五大评奖单元，颁奖典礼进上海大剧院，配套金爵电影论坛/电影学堂/影视市场等产业活动,政府主办→国际征片→产业活动→城市文化消费,第27届2025-06-13至06-22举办、400余部展映、49部入围，第28届2026年6月举办（维基/SIFF官网）,城市文化节庆可『官方背书+国际内容+产业配套』系统运营,城市有文化内容产业基础、需城市名片,政府主办资源、国际内容组织能力、产业招商配套,国际A类电影节资质与上海资源不可照搬,灵感参考,已完成
案例B21,厦门万象城二期,部分核验,一期重奢+二期潮流错位互补，94.4米空中连廊串联成18.7万㎡双期商场,成熟重奢项目如何补短板拓客群,二期2026-05-29启幕，4.8万㎡、超100家品牌（50余家城市首店），『漂浮的转角』设计+94.4米L形连廊+非遗『永春线香』主题开业场景,一期重奢底盘→二期潮流补位→空中连廊串联→全客层覆盖,一期2025年销售额突破72亿元（福建首个破70亿购物中心），二期开业后总商业面积18.7万㎡（央广网/搜狐）,成熟项目扩容可『客群错位+物理连接+首店驱动』,项目有扩容用地、一期底盘稳固,首店招商、建筑设计叙事、双期运营协同,厦门一期多年积累与华润资源不可照搬,策略依据,已完成
案例B22,顺德万象汇,部分核验,华润TOD商业综合体把岭南水乡文化转译为『公园商业』，340+品牌首店过半,顺德缺高品质商业供给与在地文化表达,华润置地以『全要素统筹开发、TOD立体公共空间、岭南水乡文化传承』为规划理念，AICO设计『T』字型结构，商业街区+购物中心+文体中心环绕滨水公园，2025年4月开业,TOD枢纽→公园商业→岭南文化转译→首店集群,总建面约20万㎡、商业13.8万㎡，340余家品牌、超50%佛山顺德首进（百度百科/AICO）,新区商业可『TOD+公园化+在地文化转译+首店』组合,新城/新区核心地段、有滨水/公园资源,TOD交通条件、文化设计投入、首店招商,顺峰山景观与华润资源不可照搬,策略依据,已完成
案例B23,南京光环花园城,部分核验,把明代『花月春风十六楼』文脉做进16座独栋商业体，POD公园商业+文旅IP,老城南片区需新商业供给，同时要传承南京历史文脉,香港置地以16座独立商业体呼应明代十六楼布局、风雨连廊衔接，杜顺宝教授主持设计、参照《南都繁会图》等史料，来宾楼设200㎡全壁画空间；6万㎡光环公园先行开园（骑行慢跑/宠物乐园/大小孩乐园），定位『POD公园商业+全新文旅IP商业』,历史文脉→16座独栋+公园→POD公园商业→文旅目的地,2026-09-26开业官宣，户外光环花园已率先开园（南京市政府官网）,新建商业可用『在地文脉叙事+公园先行』做差异化,城市历史文脉片区新开发、政府支持,文脉研究设计投入、独栋商业组合、公园先行资金,明代十六楼历史叙事与杜顺宝级设计投入不可照搬,策略依据,已完成
案例B24,MINISO GALLERY（上海外滩）,部分核验,名创优品把门店升级为『IP乐园』式画廊级体验空间，全球壹号店单月1600万,平价零售品牌如何完成IP化、体验化升级,名创优品以『IP乐园』定位开上海旗舰店，外滩区域开设Gallery式展览空间（免费新展、IP艺术装置）；2025年MINISO LAND全球壹号店落地上海南京东路,IP战略→画廊级空间→打卡传播→单店业绩爆发,MINISO LAND上海南京东路店2025-09单月销售额1600万元刷新全球单店纪录、IP销售占比83%（名创优品官网）,零售门店可『IP内容+策展空间』升级体验,品牌有IP资源、需门店体验升级,IP授权资源、空间设计投入、内容运营,名创IP生态与规模不可照搬；案名GALLERY/外滩口径以官方店态为准,动作参考,已完成
案例B25,温州南食召,部分核验,温州在地食材品牌用『干净配料+内容IP』做无添加电商，13年后开出料理书店,地方特色食材如何品牌化、打开全国市场,2012年创立，坚持自然本真食物理念，140+SKU，包装设计+内容IP（南食召Lab科普、《几经寻味》栏目），2026年3月在温州菜市场旁开『盘菜生书店』料理书店,在地食材→干净配料→内容IP→电商信任→线下书店,淘宝粉丝88.6万、健康食品类目第一，梅酱累计售出10万+，2024年GMV同比翻番（腾讯新闻/CEO品牌观察）,地方食材可走『品牌化+内容IP+干净配料』电商路径,有在地食材资源、创始人有内容能力,供应链品控、内容创作能力、电商运营,温州食材资源与创始人IP不可照搬,动作参考,已完成
案例B27,上海蟠龙水市,部分核验,千年古镇蟠龙天地把『江南水上赶集』做成沪上首个沉浸式水上市集,古镇商业如何持续制造文化体验话题,瑞安集团2023-04-29开业的蟠龙天地（千年古镇、商业7.5万方、绿地23万方）以『江南风物季·水市』做水上集市：十余艘摇橹船沿河开市、6米巨型鱼灯、非遗手作、皮划艇向船上摊主采买,古镇水乡肌理→水上集市场景→非遗+潮玩内容→打卡传播,水市2026-04-24至06-07每周五六日运营，成沪上首个沉浸式水上市集（Trip.com/上海文旅产业研究院）,水乡/古镇项目可做『水上场景+节庆市集』内容化运营,有滨水/水乡场地资源,水系场景打造、节庆内容策划、安全运营,蟠龙千年古镇基底不可照搬,动作参考,已完成
案例B28,博多运河城（海外）,部分核验,用180米运河把购物中心做成水岸娱乐场，1996年开业至今,大型购物中心如何形成记忆点,"1996-04-20开业，占地34,700㎡，180米运河串连各栋建筑，运河舞台不定期水舞表演（钢弹水舞秀），200+店铺+剧场+影院+拉面竞技场",运河地标→水舞表演→购物娱乐复合→城市地标,1996年开业至今为九州代表性大型购物娱乐城（官网canalcity.co.jp/乐吃购）,购物中心可用『水景+定时表演』沉淀地标记忆,有水域资源或人造水系投入能力,水景工程、内容表演运营、多业态组合,1996年时代红利与九州地位不可照搬,灵感参考,已完成
案例B29,重庆江陵茶馆,部分核验,把50年代老影剧院改成『江陵茶馆』，工业记忆+茶馆消费,老工业遗存如何低成本活化,原江陵厂影剧院（20世纪50年代职工电影院、约2000㎡）变身茶馆，保留三层结构、墙砖、电影海报、钢结构吊顶，一层茶水小食、二层下沉式卡座、三层开阔饮茶区，不定期川剧变脸/乐团演奏/茶艺表演,工业遗存→场景记忆→茶馆业态→活动内容→网红打卡,2026年成网红打卡地、人气满满（人民网重庆/新华网）,老厂房/影院可『保留结构+轻改造+业态活化』,有工业遗存、社区客流,保护性改造、业态运营、活动内容,江陵厂影剧院的时代记忆不可复制,动作参考,已完成
案例B30,重庆朝天门·城里,部分核验,凯德投资240亿把朝天门更新为『朝天扬帆』超级综合体，水晶连廊地标,城市地标地段如何整体再开发并激活文旅,凯德2011年11月末65亿拿地9.18万㎡，摩西·萨夫迪设计『朝天扬帆』，8栋超高层塔楼+300米水晶连廊，2019-09-06购物中心开业,地标地段→超级综合体→水晶连廊地标→文旅+商业,购物中心2019-09-06开业，2020-11成渝十大文旅新地标（维基/渝中区政府）,地标地段可用『超级综合体+标志性构筑物』锚定,城市地标级地段、长期资本,百亿级投资、设计与施工能力、政企协同,240亿投资与朝天门地段不可照搬,策略依据,已完成
案例B31,上海新六百YOUNG,部分核验,把太平洋百货旧址改造成『新六百YOUNG』，首店旗舰店占比超50%,传统百货存量物业如何焕新升级,徐家汇商城集团对太平洋百货徐汇店旧址改造（中建科工建设），3.2万㎡，弧形玻璃幕墙+铝板打破封闭体块，『九层空间梯度』错层退台，四大主题场景（城市游乐场/共育生活场/都市社交场/年轻运动场），『粉丝经济+亲子生态』品牌矩阵,存量百货→空间重构→首店矩阵→主题场景→商圈复兴,2026-04-22开业，招商签约率超98%、首店及旗舰店超50%（人民网上海/上海市国资委）,传统百货可『空间通透化+首店旗舰店+主题场景』焕新,商圈核心存量物业、商圈升级需求,改造资金、首店招商、主题场景策划,徐家汇商圈区位与徐汇国资资源不可照搬,动作参考,已完成
案例B32,悉尼新鱼市（海外）,部分核验,把南半球最大鱼市场搬到Blackwattle Bay海滨，年客流600万+的全球食地标,老批发市场如何升级为面向市民游客的世界级食地标,NSW政府主导重建（约8亿美元），新市场2026-01-19开放：40+零售商、多样餐饮、沉浸式体验、可持续设计、专用卸货码头，36小时海鲜马拉松告别旧址,政府主导→海滨选址→食文化目的地→全球地标,2026-01-19州长Chris Minns剪彩正式开放，预计年访客超600万（官网/维基百科）,城市级市场可『政府主导+搬迁重建+食文化体验』升级,有老市场升级需求、滨水选址可能,政府投入、业态招商、交通配套,悉尼海滨位置与市场规模不可照搬,策略依据,已完成
案例B33,重庆东原致新·一奥天地,部分核验,把废弃地下商场改成西南首个策展型商业『一奥天地』,废弃地下空间如何活化,东原商业将21世纪初废弃地下商场改造（结构保存完好、曾作停车场），2020-12-31开业，以『见所未见』为主题开时尚艺术跨界大秀，策展型运营,废弃地下空间→策展内容→艺术商业→城市更新,2020-12-31开业，西南地区首个策展型商业（中国日报网/空间印象）,地下空间可『策展型商业』活化,有废弃地下物业、周边人口,策展运营能力、艺术资源、招商,重庆东原的资源与区位不可照搬,动作参考,已完成
案例B34,福州万象城,部分核验,华润2022年在榕开出福州首个LUXURY+重奢场，40%首进品牌,福州缺重奢商业供给、高端消费外溢,2022-06-18开业，商业建面近10万㎡，近250家品牌，Olé/万象影城/覔书店主力店，DIOR等25家国际一线美妆，近30家餐饮城市首店，MIXC FINE ART艺术活动体系,重奢定位→首进品牌→艺术内容→城市商业能级,2022年开业，40%首进品牌、超50%城市高标店，福州唯一重奢场（华润万象生活官网）,城市级重奢场可『品牌级次+艺术内容』落地,城市高端消费外溢、商业供给空缺,重奢招商资源、艺术内容运营、商圈培育,华润资源不可照搬；异地客群吸附力弱于厦门万象城,策略依据,已完成
案例B35,成都眉山春游音乐节,部分核验,2013年成都小院聚会长成西南标志性音乐节，落地眉山黑龙滩带火文旅,独立音乐节如何保持生命力并带动举办地文旅,成都本土厂牌『早上好』主办，2025年落地眉山中铁黑龙滩梵木音乐公园（4月12-13日），2026年增至7个演出区域，音乐+艺术装置+工作坊+美食摊位+露营区，开放式自由探索,独立厂牌→音乐+露营文化→在地文旅联动→城市名片,2025年『音乐节+户外』激活眉山文旅，2026-04-11/12举办7区域（眉山发布/AgendaConcerts）,节庆活动可『文化内容+在地文旅』绑定举办地,有活动策划能力、举办地有文旅承载,演出阵容、场地运营、安全与交通配套,春游13年积累的独立文化生态不可照搬,灵感参考,已完成
案例B36,上海时装周,部分核验,从新天地秀场到亚洲最大订货季，时装周=城市时尚产业发动机,城市如何运营时尚产业平台,每年3月底/10月初举办，新天地·太平湖公园主秀场（红庭/兰厅『魔方秀场』），近百场首秀+近千品牌首展+亚洲最大订货季（MODE展1.7万㎡近250品牌），联动商圈『即看即买秀』与票根经济,官方主办→国际品牌+本土设计→订货季→城市消费联动,2026春夏超4000款新品首发、10余国际品牌首秀；2025秋冬四大洲30多国别上千品牌（人民网/国资委/官网）,城市时尚平台可『秀场+订货季+商圈联动』系统运营,城市有服装产业基础,政府与产业资源、国际品牌关系、商圈联动,上海时尚产业基础与国际化资源不可照搬,策略依据,已完成
案例B37,迪拜（海外）,部分核验,用『购物中心+世界之最』驱动城市经济的沙漠奇迹样本,无产业禀赋城市如何以商业与旅游立市,迪拜以大型购物中心（迪拜购物中心2008年开业）、主题化商业（巴图塔购物中心以探险家主题划分6区域）、免税与旅游配套构建消费城市,地标商业→世界级话题→全球游客→城市经济,迪拜购物中心成全球旅游中心（Klook/壹苇设计）,旅游型城市可『地标商业+主题化+全球营销』立市,旅游禀赋城市、政府主导投资,资本投入、全球营销、政策（免税/签证）,石油资本与沙漠旅游独特禀赋不可照搬；城市级案例需具体到项目,灵感参考,已完成
案例B38,由布院（海外）,部分核验,由布岳下的温泉小镇，用『田园+汤之坪街道』做成日本最受欢迎度假小镇,小镇如何以温泉与商业街承载度假经济,由布院以温泉旅馆群+汤之坪街道（手作/甜品/咖啡/杂货）+金鳞湖等自然景观构成度假街区，小镇尺度步行商业,温泉资源→小镇尺度商业街→疗愈氛围→度假目的地,日本最受欢迎的度假小镇之一（日本国家旅游局官网）,温泉/山水小镇可『资源+街道商业+氛围』承载度假,有温泉或山水资源,温泉资源、街道商业运营、景观保护,由布岳景观与日本温泉文化不可照搬,灵感参考,已完成
案例B39,深圳中航城君尚,部分核验,华强北商圈的中航城君尚购物中心，以sp@ce天虹超市3.0升级生活方式场景,华强北客群（商务+跨境+多元）需要匹配的商业升级,天虹数科运营中航城君尚购物中心，2025-11-07 sp@ce天虹超市3.0福田首店开业：学研产销商品体系、2000+健康标签商品、『小份经济』、全球精品咖啡专区、生鲜加工+专业保鲜包装（面向港客/商务旅客）,商圈洞察→主力店业态升级→健康+便利场景→商圈活力,sp@ce天虹超市3.0福田首店2025-11-07开业（深圳新闻网）,商圈型商场可用『主力店业态升级』带动整体焕新,商圈客群结构特殊、主力店老化,零售供应链能力、商圈客群洞察,华强北客群结构与天虹供应链不可照搬,动作参考,已完成
案例B40,阿尔萨卡Avenue（海外）,线索,卡塔尔多哈Al Sadd区商业街道（阿尔萨卡=Al Saada）的线索级海外案例,海外城市商业街区案例，项目主体与商业机制待明确,现有信息仅覆盖多哈Al Sadd区（Zone 38）本地商业业态（Al Saada Stores线上购物）与Al Saada Street街道存在性,信息不充分，机制链待实证,仅地图POI（Yandex/Waze）与本地商店Instagram自媒体（线索级）,海外街区案例需先锁定项目主体、补官方或权威行业来源后再提炼动作,不明确（线索）,需官方来源（卡塔尔旅游局/项目方）支撑,缺官方与权威来源，机制与数据待实证,线索待补,已完成
案例B41,F1上海站,部分核验,F1中国大奖赛以『速度经济』激活城市：23万观众、双百亿经济影响,顶级体育IP如何转化为城市文旅消费引擎,F1续约到2030年，2025年赛事期间23万观众进上赛场，嘉定13家商业企业F1票根联动（销售额1.12亿元/客流127万），2026年格子旗嘉年华首次串联四大区域，『铂金体验之旅』打包酒店,赛事IP→票根联动→全域嘉年华→城市消费增长,2025年F1中国大奖赛直接经济影响24.7亿、间接69.1亿（同比增超75%），嘉定赛场周边3公里酒店预订激增125%（21经济网/新华网）,顶级赛事可『票根联动+全域嘉年华+体验打包』放大经济外溢,城市有顶级赛事资源,政企联动、商圈合作机制、赛事内容运营,F1级赛事IP与上海城市能级不可照搬,策略依据,已完成
案例B42,广州春节文旅,部分核验,把行花街做成国家级非遗城市品牌，『广州过年 花城看花』全年文旅引爆点,城市如何以传统节庆构建文旅消费体系,广州以『广州过年 花城看花』统筹六大板块2000多场活动：11区行花街（越秀西湖/荔湾水上/海珠水岸）、粤港澳大湾区灯会、新春灯会、醒狮贺岁、『食在广州』消费券（3000万+）+文旅消费券（800万）,非遗年俗→分区差异化场景→消费券撬动→城市品牌,2026年春节广州接待游客近2010万人次、文旅消费总额201亿元，同比+9.3%/+11.6%（文旅部/粤港澳大湾区门户网）,城市节庆可『统一品牌+分区场景+消费券+非遗内容』系统运营,有特色年俗/非遗资源、旅游城市定位,政府统筹、分区联动、消费券政策,广州行花街非遗与珠三角客源结构不可照搬,策略依据,已完成
