queue_no,case_id,project_name,model,original_status,completeness,triage_priority,batch,research_status,evidence_status,reviewer_notes
444,案例D97,纽约布鲁克林DUMBO(海外),四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
445,案例D98,巴厘岛AKASA悬崖火山咖啡(海外),四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
446,案例D99,香港启德airside,四、社区型非标商业,待核验,高,P1,B018,已搜索,部分核验,
447,案例A21,成都万象城,一、区域型购物中心/综合体,待核验,中,P2,B018,已搜索,部分核验,
448,案例A22,西安万象城,一、区域型购物中心/综合体,待核验,中,P2,B018,已搜索,部分核验,
449,案例A24,宁波环球银泰百货,一、区域型购物中心/综合体,待核验,中,P2,B018,已搜索,部分核验,
450,案例A29,上海ifc国金中心,一、区域型购物中心/综合体,待核验,中,P2,B018,已搜索,部分核验,
451,案例A59,南京玄武花园城,一、区域型购物中心/综合体,待核验,中,P2,B019,已搜索,部分核验,
452,案例A76,上海静安大悦城,一、区域型购物中心/综合体,待核验,中,P2,B019,已搜索,部分核验,
453,案例C37,北京蓝色港湾灯光节,三、街区/滨河/历史文化街区,待核验,中,P2,B019,已搜索,部分核验,
454,案例C53,上海龙华会,三、街区/滨河/历史文化街区,待核验,中,P2,B019,已搜索,部分核验,
455,案例C72,上海安福路三叶草旗舰店,三、街区/滨河/历史文化街区,待核验,中,P2,B019,已搜索,部分核验,
456,案例B20,西安欧亚学院,二、城市级概念/产业文商旅,待核验,中,P2,B019,已搜索,部分核验,
457,案例B26,广州聚龙湾太古里,二、城市级概念/产业文商旅,待核验,中,P2,B019,已搜索,部分核验,
458,案例D13,英格卡购物中心（荟聚）,四、社区型非标商业,待核验,中,P2,B019,已搜索,部分核验,
459,案例D20,上海孙北面包社区店,四、社区型非标商业,待核验,中,P2,B019,已搜索,部分核验,
460,案例D80,名创优品MINISO SPACE南京德基店,四、社区型非标商业,待核验,中,P2,B019,已搜索,部分核验,
461,案例D89,LE LABO武康路店,四、社区型非标商业,待核验,中,P2,B019,已搜索,部分核验,
